symbol,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg,avg10DaysVolume,avg1DayVolume,avg3MonthVolume,declarationDate,dividendFreq,eps,dtnVolume,nextDividendPayDate,nextDividendDate,fundLeverageFactor
EOG,139.67,108.94,3.64,2.83136,2024-10-17 00:00:00.0,9.9337,-6.01167,2.4577,3.00772,6.30298,62.7297,61.9464,31.1014,27.9246,31.1014,27.9246,27.0571,13.6141,18.20632,1.74806,2.11819,0.0,9.7756,14.0162,11.1457,12.95791,-12.6958,0.0,0.0,-21.4016,-4.4401,0.0,568599571.0,0.0,73099160847.0,51.21456,0.0,0.0,0.0,0.91,2024-10-31 00:00:00.0,1.30951,0.0,0.0,0.0,2255816,3115413,2838822,2024-08-01 00:00:00.0,4,13.0,2151028,2025-01-31 00:00:00.0,2025-01-17 00:00:00.0,0.0
EPAM,317.5,169.43,0.0,0.0,,28.45805,-65.64379,3.15228,2.35116,24.9996,30.1109,29.3337,8.864,8.6032,8.864,8.6032,12.2992,8.0792,11.82584,4.66346,4.83958,0.0,3.6239,4.8848,3.8009,6.97764,-22.3902,0.0,0.0,-2.7807,-4.503,0.0,56935370.0,0.0,11401307842.0,59.6743,0.0,0.0,0.0,0.0,,1.45135,0.0,0.0,0.0,336917,554043,635894,,0,7.06,318916,,,0.0
EQT,45.23,30.02,0.63,1.92366,2024-08-07 00:00:00.0,20.43426,-2.1678,1.0802,3.51015,5.26817,45.445,28.9973,15.7218,1.1221,15.6803,1.0893,5.1121,2.2391,3.02273,0.41924,0.72962,0.0,24.6327,32.7396,32.6973,1.59536,-81.3017,0.0,0.0,-58.5347,-49.9415,0.0,594028382.0,0.0,19454429510.0,34.23446,0.0,0.0,0.0,0.1575,2024-09-01 00:00:00.0,1.12874,0.0,0.0,0.0,6458667,6498477,8207324,2024-07-16 00:00:00.0,4,4.21753,4042485,2024-12-02 00:00:00.0,2024-11-07 00:00:00.0,0.0
EFX,307.69,159.95,1.56,0.51444,2024-09-03 00:00:00.0,64.88563,-3.10185,6.38678,5.47426,26.21577,55.6252,55.8965,10.6742,11.4575,10.7949,11.5484,13.0503,5.441,5.61026,0.66836,0.79333,0.0,45.8413,114.0412,98.1194,4.67931,9.8782,0.0,0.0,2.7917,7.9754,0.0,123736402.0,0.0,37521826542.0,37.96281,0.0,0.0,0.0,0.39,2024-09-13 00:00:00.0,1.561,0.0,0.0,0.0,625292,826152,774438,2024-08-22 00:00:00.0,4,4.4,442350,2024-12-13 00:00:00.0,2024-12-03 00:00:00.0,0.0
EQIX,914.93,677.8,17.04,2.08318,2024-08-21 00:00:00.0,74.51806,2.30762,5.85074,8.90028,22.90354,45.9878,49.8842,12.9018,13.9416,12.8993,13.9416,8.5001,2.0925,3.91357,1.04465,1.21545,0.0,55.1423,146.1025,135.7067,10.9195,25.9147,0.0,0.0,15.3395,8.0486,0.0,94944994.0,0.0,77663106192.0,129.31697,0.0,0.0,0.0,4.26,2024-09-18 00:00:00.0,0.67552,0.0,0.0,0.0,395494,494590,449388,2024-08-07 00:00:00.0,4,10.31,257082,2024-12-18 00:00:00.0,2024-11-21 00:00:00.0,0.0
EQR,74.38,52.57,2.7,3.67647,2024-07-01 00:00:00.0,29.51414,4.7692,2.39862,9.00767,15.1347,63.7638,63.8254,32.8288,24.1748,34.0176,25.0019,8.594,2.8116,4.93867,0.08375,0.24667,0.0,38.4506,64.8839,63.3989,2.51371,14.3426,0.0,0.0,5.074,3.5265,0.0,379135883.0,0.0,27843739247.0,28.90823,0.0,0.0,0.0,0.675,2024-07-12 00:00:00.0,0.88698,0.0,0.0,0.0,1288817,1971225,1793496,2024-06-20 00:00:00.0,4,2.19749,1306819,2024-10-14 00:00:00.0,2024-10-01 00:00:00.0,0.0
ESS,298.19,203.85,9.8,3.31596,2024-06-28 00:00:00.0,36.6938,63.41179,3.18848,10.16126,16.22742,68.3137,69.4349,30.1402,20.5558,31.8362,21.8992,9.5365,2.7338,4.23931,0.21419,0.87369,0.0,52.6851,111.4088,111.3811,8.06921,-1.8198,0.0,0.0,2.8852,1.7708,0.0,64217898.0,0.0,18978957574.0,85.36983,0.0,0.0,0.0,2.45,2024-07-12 00:00:00.0,0.87388,0.0,0.0,0.0,266851,392965,358735,2024-05-15 00:00:00.0,4,6.31612,325553,2024-10-14 00:00:00.0,2024-09-30 00:00:00.0,0.0
EL,165.765,86.05,2.64,2.84268,2024-08-30 00:00:00.0,85.5463,-1.42763,7.18187,2.44731,22.09231,71.6555,71.7902,2.4987,-7.3366,2.6204,-7.3882,6.9729,4.2468,2.7895,0.89828,1.38934,0.0,59.2338,184.9077,168.7617,1.08,-61.2904,0.0,0.0,-1.8982,-1.8982,0.0,233177155.0,0.0,33314250618.0,14.81508,0.0,0.0,0.0,0.66,2024-09-16 00:00:00.0,0.98166,0.0,0.0,0.0,5921553,2918159,3523717,2024-08-19 00:00:00.0,4,1.08,2816981,2024-12-16 00:00:00.0,2024-12-02 00:00:00.0,0.0
ETSY,89.58,51.45,0.0,0.0,,25.64829,-0.17481,-10.71074,2.53673,13.61583,70.7776,71.5825,10.3566,8.1822,10.3566,8.1822,-52.2439,9.2201,15.94955,1.78962,2.40751,0.0,135.8671,-376.1557,-375.205,2.15336,-137.5674,0.0,0.0,7.1028,3.7777,0.0,114752260.0,0.0,6356127681.0,-5.50662,0.0,0.0,0.0,0.0,,2.01946,0.0,0.0,0.0,2615787,3707469,3251663,,0,2.23985,2336368,,,0.0
EG,417.92,343.76,8.0,2.06117,2024-09-16 00:00:00.0,5.75536,0.02182,1.16332,1.02568,5.03894,17.6544,20.6707,18.4419,17.2216,18.4419,17.2216,23.4332,3.513,16.63177,0.29706,0.39941,0.0,14.6117,23.8753,18.1004,67.69515,122.9055,0.0,0.0,20.133,19.3468,0.0,43273547.0,0.0,16795761797.0,327.52887,0.0,0.0,0.0,2.0,2024-09-27 00:00:00.0,0.6265,0.0,0.0,0.0,219143,345786,293994,2024-08-07 00:00:00.0,4,60.19,357469,2024-12-27 00:00:00.0,2024-12-16 00:00:00.0,0.0
EVRG,61.14,46.9175,2.57,4.38193,2024-08-20 00:00:00.0,18.36614,-6.11378,1.25528,2.16271,6.4604,49.9529,51.8687,13.1181,14.3005,13.3364,14.5146,7.7957,2.5262,2.59244,0.13755,0.59321,0.0,50.2199,144.6078,122.8418,3.19991,-2.7385,0.0,0.0,-5.989,-3.4934,0.0,229958436.0,0.0,13487062271.0,42.19791,0.0,0.0,0.0,0.6425,2024-09-20 00:00:00.0,0.58383,0.0,0.0,0.0,1854036,2292160,1661965,2024-08-09 00:00:00.0,4,3.17,923891,2024-12-20 00:00:00.0,2024-11-20 00:00:00.0,0.0
ES,68.72,52.03,2.86,4.30464,2024-05-15 00:00:00.0,-251.86911,0.40338,1.3569,1.75295,10.33321,46.0654,48.4569,-0.8071,13.2361,-0.7409,13.3103,-0.5482,2.9454,-0.17459,0.2724,0.74724,0.0,59.6,193.3636,174.8448,-0.26617,-107.8981,0.0,0.0,-3.081,-10.4066,0.0,357384733.0,0.0,23744641660.0,41.79394,0.0,0.0,0.0,0.715,2024-06-28 00:00:00.0,0.60292,0.0,0.0,0.0,2254955,2597000,2174907,2024-05-01 00:00:00.0,4,-1.26506,1560500,2024-09-30 00:00:00.0,2024-08-15 00:00:00.0,0.0
EXC,39.88,23.7772,1.52,4.03397,2024-08-12 00:00:00.0,15.6611,1.31298,1.32408,1.5198,6.13317,40.6901,40.2909,10.6461,8.3566,10.6461,8.3566,9.4552,2.6095,2.49344,0.56109,1.03408,0.0,60.0348,176.6442,166.0828,2.41937,13.3223,0.0,0.0,13.8851,14.3675,0.0,1000498207.0,0.0,37698772439.0,26.13898,0.0,0.0,0.0,0.38,2024-09-13 00:00:00.0,0.58795,0.0,0.0,0.0,5127776,6830726,7005061,2024-07-30 00:00:00.0,4,2.33735,4543352,2024-12-13 00:00:00.0,2024-11-12 00:00:00.0,0.0
EXPE,160.0499,92.48,0.0,0.0,2020-03-09 00:00:00.0,24.70542,0.17846,18.53776,1.3007,9.09654,88.9014,89.8257,6.0921,10.8487,5.127,10.5396,25.4586,3.8467,8.78261,0.58972,0.76115,0.0,63.5012,308.1373,259.1721,5.65544,1.1387,0.0,0.0,10.0454,8.181,0.0,124655998.0,0.0,18329266560.0,6.7964,0.0,0.0,0.0,0.34,2020-03-26 00:00:00.0,1.78481,0.0,0.0,0.0,1559189,2378044,2017301,2020-02-12 00:00:00.0,4,5.31,1710960,2020-06-26 00:00:00.0,2020-06-09 00:00:00.0,0.0
EXPD,131.17,107.03,1.46,1.19379,2024-06-03 00:00:00.0,26.3276,-0.62265,8.06351,1.97244,21.87015,13.4523,12.8562,7.4032,7.1942,7.4125,7.1812,28.5246,11.4163,31.31672,1.44186,1.71073,0.0,16.4379,25.387,20.611,4.65671,-30.7033,0.0,0.0,-45.522,-27.8772,0.0,141127864.0,0.0,17259937767.0,15.47589,0.0,0.0,0.0,0.73,2024-06-17 00:00:00.0,0.97043,0.0,0.0,0.0,772678,1272846,1353910,2024-05-06 00:00:00.0,2,5.01,687252,2024-12-17 00:00:00.0,2024-12-03 00:00:00.0,0.0
EXR,179.2324,101.19,6.48,3.63473,2024-09-16 00:00:00.0,45.71669,-1.43979,2.32389,10.02089,19.33709,74.3039,73.846,24.9559,22.4505,26.2691,23.6028,8.8254,4.5441,2.89143,0.39604,2.14982,0.0,42.7334,77.4868,75.8461,3.82158,-37.5445,0.0,0.0,33.0424,55.8532,0.0,211928695.0,0.0,37782647744.0,66.87496,0.0,0.0,0.0,1.62,2024-09-30 00:00:00.0,0.84356,0.0,0.0,0.0,662270,1145094,919922,2024-08-19 00:00:00.0,4,4.73929,507645,2024-12-30 00:00:00.0,2024-12-16 00:00:00.0,0.0
XOM,123.75,95.77,3.8,3.2291,2024-08-15 00:00:00.0,13.94761,-0.40565,1.90555,1.36389,6.79456,31.6137,29.9104,9.8975,10.1187,10.2843,10.4811,14.6897,7.3546,8.62017,0.98259,1.36,0.0,11.4461,15.632,13.2354,8.35412,-33.4029,0.0,0.0,-15.6762,-5.9432,0.0,4442826580.0,0.0,522831831934.0,60.41312,0.0,0.0,0.0,0.95,2024-09-10 00:00:00.0,0.89296,0.0,0.0,0.0,11828535,18083213,14747162,2024-08-02 00:00:00.0,4,8.88697,9991631,2024-12-10 00:00:00.0,2024-11-15 00:00:00.0,0.0
FFIV,205.92,145.45,0.0,0.0,,21.40354,1.25345,3.33414,3.65581,14.21477,80.0141,80.3844,19.9399,20.716,19.9399,20.716,19.5339,7.6892,15.10254,1.20186,1.36452,0.0,6.801,8.6559,7.3897,9.29239,69.1885,0.0,0.0,4.352,-1.0623,0.0,58284449.0,0.0,11639987309.0,51.65646,0.0,0.0,0.0,0.0,,1.08009,0.0,0.0,0.0,358884,491634,524389,,0,6.55,304126,,,0.0
FDS,488.64,391.84,4.16,1.01042,2024-08-30 00:00:00.0,31.16845,1.95135,8.1404,7.07155,25.14952,53.257,55.3134,23.5566,28.6109,23.5566,28.6109,28.8122,11.1256,16.23049,1.13505,1.27814,0.0,40.3253,86.8355,75.3419,13.25892,1.8681,0.0,0.0,13.1035,6.2302,0.0,38039989.0,0.0,15661443871.0,49.66097,0.0,0.0,0.0,1.04,2024-09-19 00:00:00.0,0.74476,0.0,0.0,0.0,202220,255856,287794,2024-08-05 00:00:00.0,4,12.04,237487,2024-12-19 00:00:00.0,2024-12-02 00:00:00.0,0.0
FICO,1818.02,811.99,0.0,0.0,2017-03-01 00:00:00.0,90.53202,5.19678,-44.09403,22.29524,40.76371,79.3483,80.3002,28.9421,28.1916,28.9421,28.1916,-62.4208,26.6498,36.12746,1.76053,1.8716,0.0,160.6038,-259.4239,-256.0409,19.02476,15.606,0.0,0.0,9.8954,12.2831,0.0,24518533.0,0.0,42046832241.0,-33.76103,0.0,0.0,0.0,0.02,2017-03-17 00:00:00.0,1.3357,0.0,0.0,0.0,152149,182962,166451,2017-02-15 00:00:00.0,4,16.93,201018,2017-06-19 00:00:00.0,2017-06-01 00:00:00.0,0.0
FAST,79.04,53.83,1.56,2.30496,2024-07-26 00:00:00.0,33.53631,4.8891,10.29393,4.84688,27.88761,45.4718,45.0631,15.5384,15.275,15.5384,15.275,33.5146,20.6651,31.1989,2.03668,4.3887,0.0,7.6773,14.7671,8.811,2.01006,2.2728,0.0,0.0,5.2445,2.4253,0.0,572646104.0,0.0,38756688318.0,6.10457,0.0,0.0,0.0,0.39,2024-08-23 00:00:00.0,0.99963,0.0,0.0,0.0,1737244,3452563,3084651,2024-07-11 00:00:00.0,4,2.02,1407939,2024-11-25 00:00:00.0,2024-10-28 00:00:00.0,0.0
FRT,117.02,85.59,4.4,3.82442,2024-10-01 00:00:00.0,33.68167,-1.02225,2.97629,7.09546,15.15237,68.397,68.2849,24.8087,37.7098,25.6032,38.6099,9.3311,3.0556,3.75576,0.35002,0.36215,0.0,51.1702,142.6934,124.1868,3.41432,-26.8594,0.0,0.0,5.2313,5.1119,0.0,83670446.0,0.0,9626284812.0,33.92484,0.0,0.0,0.0,1.1,2024-10-15 00:00:00.0,1.25337,0.0,0.0,0.0,656163,599401,531322,2024-08-01 00:00:00.0,4,2.79988,515876,2025-01-15 00:00:00.0,2025-01-01 00:00:00.0,0.0
FDX,313.84,224.69,5.52,1.87182,2024-09-09 00:00:00.0,17.20686,1.54544,2.2494,0.71821,5.36337,27.3237,30.8878,4.9388,6.6669,4.9388,6.6669,16.1393,4.9978,7.44337,1.26904,1.36331,0.0,53.8858,136.7522,127.5759,17.21,11.1757,0.0,0.0,-2.7309,-2.7309,0.0,244962665.0,0.0,72239489908.0,112.90113,0.0,0.0,0.0,1.38,2024-10-01 00:00:00.0,1.19349,0.0,0.0,0.0,900875,1926509,1729542,2024-08-16 00:00:00.0,4,17.21,828694,2025-01-01 00:00:00.0,2024-12-09 00:00:00.0,0.0
FIS,81.9,46.911,1.44,1.76622,2024-09-10 00:00:00.0,80.33542,-6.07774,2.4284,4.37083,7.94392,38.2344,38.2081,7.7332,9.7629,5.8752,9.7629,3.1355,2.5362,2.64505,0.90096,1.34789,0.0,37.4204,65.9761,62.109,1.01126,19.1649,0.0,0.0,1.0494,2.0079,0.0,545565929.0,0.0,44479990191.0,31.03279,0.0,0.0,0.0,0.36,2024-09-24 00:00:00.0,1.06924,0.0,0.0,0.0,2288987,4437143,3330697,2024-08-01 00:00:00.0,4,0.85,3126788,2024-12-24 00:00:00.0,2024-12-10 00:00:00.0,0.0
FITB,42.91,22.49,1.4,3.35651,2024-06-28 00:00:00.0,13.44073,-3.3564,1.4519,3.07771,5.68742,0.0,0.0,28.4553,30.277,28.4553,30.277,12.4854,1.0995,6.23449,0.0,0.0,0.0,0.0,0.0,0.0,3.13971,-10.3419,0.0,0.0,4.7552,-0.9992,0.0,676084107.0,0.0,28199468102.0,25.13259,0.0,0.0,0.0,0.35,2024-07-15 00:00:00.0,1.25599,0.0,0.0,0.0,3297345,5016971,4408448,2024-06-13 00:00:00.0,4,3.22,2651159,2024-10-15 00:00:00.0,2024-09-30 00:00:00.0,0.0
FSLR,306.7699,129.215,0.0,0.0,,20.41547,-0.01531,3.32643,6.40311,16.2975,45.7755,49.3713,31.9748,34.5732,31.9748,34.5732,18.1061,7.9888,13.2079,1.41509,2.22772,0.0,5.9785,8.572,6.491,11.19592,663.6721,0.0,0.0,26.6971,25.8821,0.0,107046913.0,0.0,25200984258.0,67.77833,0.0,0.0,0.0,0.0,,1.44049,0.0,0.0,0.0,1395443,2388401,2629165,,0,7.74,1300380,,,0.0
FE,43.84,32.18,1.7,3.93701,2024-08-07 00:00:00.0,28.10933,0.12585,1.76692,1.68782,11.78798,69.2969,69.6036,6.7076,1.3719,7.668,2.9878,8.0812,2.6411,1.88949,0.29264,0.51259,0.0,55.2854,174.4682,151.7409,1.55749,94.5164,0.0,0.0,3.399,2.4964,0.0,575922417.0,0.0,24868329966.0,21.65917,0.0,0.0,0.0,0.425,2024-09-01 00:00:00.0,0.47567,0.0,0.0,0.0,2194917,3196190,2576775,2024-07-24 00:00:00.0,4,1.95986,1577873,2024-12-02 00:00:00.0,2024-11-07 00:00:00.0,0.0
FI,172.6,109.115,0.0,0.0,,29.78578,1.24632,3.05449,4.47949,13.37804,60.9555,61.1905,17.4469,17.5053,17.7906,17.799,11.7978,3.9374,6.09179,0.15712,1.05873,0.0,44.8572,89.0228,84.7904,5.76886,45.6773,0.0,0.0,7.645,7.197,0.0,575725190.0,0.0,97971155582.0,48.79376,0.0,0.0,0.0,0.0,,0.92253,0.0,0.0,0.0,2001578,2585634,2468750,,0,4.98,2005037,,,0.0
FMC,89.215,49.49,2.32,3.56484,2024-09-30 00:00:00.0,5.56614,0.08026,1.57557,1.76053,16.29139,38.0643,38.3378,33.9682,28.4187,35.8828,28.6979,36.8329,2.5693,20.40174,0.90088,1.47887,0.0,35.2892,94.3523,68.5855,11.69751,104.0907,0.0,0.0,-22.6721,-23.7701,0.0,124824364.0,0.0,8123569609.0,36.52652,0.0,0.0,0.0,0.58,2024-10-17 00:00:00.0,0.84319,0.0,0.0,0.0,843841,1916353,1824664,2024-07-19 00:00:00.0,4,11.29026,560364,2025-01-17 00:00:00.0,2024-12-30 00:00:00.0,0.0
F,14.85,9.49,0.6,5.386,2024-08-07 00:00:00.0,11.50983,-0.03226,1.14421,0.2775,3.54312,8.0377,9.5611,2.1269,3.8299,2.1164,3.834,8.7544,0.9934,4.41077,0.9555,1.16552,0.0,51.8219,350.7168,233.5703,0.95918,-7.0618,0.0,0.0,11.473,6.2001,0.0,3904397609.0,0.0,44284281490.0,10.95956,0.0,0.0,0.0,0.15,2024-09-03 00:00:00.0,1.63398,0.0,0.0,0.0,44865455,53434040,58370072,2024-07-24 00:00:00.0,4,1.08,44840996,2024-12-03 00:00:00.0,2024-11-07 00:00:00.0,0.0
FTNT,76.31,44.12,0.0,0.0,,44.71795,1.36457,159.81396,8.36028,30.22983,78.0885,80.8268,23.7101,26.4798,23.7101,26.4798,430.8828,11.603,33.03475,1.18721,1.32051,0.0,78.8771,373.4212,373.4212,1.69082,26.7653,0.0,0.0,20.0887,11.0213,0.0,764907985.0,0.0,58110059620.0,0.37713,0.0,0.0,0.0,0.0,,0.97942,0.0,0.0,0.0,4294660,6067277,5638143,,0,1.46,2471210,,,0.0
FTV,87.1,63.05,0.32,0.43343,2024-05-31 00:00:00.0,29.33027,1.90852,2.47228,4.23284,19.48834,59.674,59.7977,14.3896,12.5676,14.3896,12.5676,8.6504,4.4198,5.91429,0.82491,1.23155,0.0,24.6497,37.563,33.9088,2.49026,11.31,0.0,0.0,4.1128,3.0487,0.0,350341685.0,0.0,25865726603.0,29.97231,0.0,0.0,0.0,0.08,2024-06-28 00:00:00.0,1.16467,0.0,0.0,0.0,2136631,1822440,1913450,2024-04-04 00:00:00.0,4,2.43,1772769,2024-09-30 00:00:00.0,2024-09-03 00:00:00.0,0.0
FOXA,41.395,28.285,0.54,1.31579,2024-09-04 00:00:00.0,13.17252,0.38225,1.47986,1.17517,6.81695,34.9856,42.3027,10.7367,10.3169,11.1158,10.3492,14.3133,6.9631,8.03275,2.26389,2.54099,0.0,38.9264,73.7337,67.6284,3.13,34.3347,0.0,0.0,-6.2563,-6.2563,0.0,224646403.0,0.0,18197481241.0,23.22523,0.0,0.0,0.0,0.27,2024-09-25 00:00:00.0,0.78031,0.0,0.0,0.0,2241291,3265517,2608842,2024-08-06 00:00:00.0,2,3.13,1675975,2025-03-25 00:00:00.0,2025-03-04 00:00:00.0,0.0
FOX,38.48,25.815,0.54,1.41695,2024-09-04 00:00:00.0,12.22684,0.38225,1.37867,1.09482,6.35085,34.9856,42.3027,10.7367,10.3169,11.1158,10.3492,14.3133,6.9631,8.03275,2.26389,2.54099,0.0,38.9264,73.7337,67.6284,3.13,34.3347,0.0,0.0,-6.2563,-6.2563,0.0,235581025.0,0.0,18197481241.0,23.22523,0.0,0.0,0.0,0.27,2024-09-25 00:00:00.0,0.78031,0.0,0.0,0.0,821377,1240721,974494,2024-08-06 00:00:00.0,2,3.13,1033742,2025-03-25 00:00:00.0,2025-03-04 00:00:00.0,0.0
BEN,30.32,19.54,1.24,6.09636,2024-09-30 00:00:00.0,12.22599,-0.37663,0.90659,1.36131,11.21434,38.7475,38.0799,10.2388,8.1963,13.0826,10.9284,7.5793,2.6652,2.73589,1.46403,5.12182,0.0,21.2066,26.9142,26.9142,1.60396,0.3052,0.0,0.0,-5.1467,5.7752,0.0,522998430.0,0.0,10637788066.0,24.65272,0.0,0.0,0.0,0.31,2024-10-11 00:00:00.0,1.44798,0.0,0.0,0.0,6459036,3640179,4211526,2024-08-26 00:00:00.0,4,1.72,5909085,2025-01-13 00:00:00.0,2024-12-30 00:00:00.0,0.0
FCX,55.235,32.825,0.3,0.66328,2024-07-15 00:00:00.0,32.73612,-0.76016,4.01556,2.82748,9.91157,40.6987,41.5006,7.826,9.2995,17.8852,19.3236,16.1314,8.1199,3.22231,1.11294,2.39928,0.0,22.7172,32.8592,30.1819,1.34011,-8.1296,0.0,0.0,0.3292,12.7335,0.0,1436856316.0,0.0,64989011172.0,12.10292,0.0,0.0,0.0,0.075,2024-08-01 00:00:00.0,1.92365,0.0,0.0,0.0,9515722,12416273,11591967,2024-06-26 00:00:00.0,4,1.28,6755678,2024-11-01 00:00:00.0,2024-10-15 00:00:00.0,0.0
GRMN,182.36,99.61,3.0,1.66067,2024-09-13 00:00:00.0,25.23514,0.80747,4.47132,5.52908,20.45762,57.676,57.2713,24.3603,19.9532,24.3603,19.9532,20.9609,9.3349,20.08955,1.87672,2.8918,0.0,1.4309,1.9224,1.4584,7.13608,38.0139,0.0,0.0,7.5708,14.9205,0.0,192213829.0,0.0,34723428208.0,36.43665,0.0,0.0,0.0,0.75,2024-09-27 00:00:00.0,0.99626,0.0,0.0,0.0,615450,806384,717464,2024-02-21 00:00:00.0,4,6.71,353009,2024-12-27 00:00:00.0,2024-12-13 00:00:00.0,0.0
IT,509.15,323.61,0.0,0.0,,45.85574,3.87107,53.81555,5.80382,32.54255,67.7804,67.8185,13.6689,14.3911,13.6689,14.3911,134.4074,9.6972,24.00435,0.77321,0.89801,0.0,79.8501,467.3238,453.0092,10.50163,-8.9856,0.0,0.0,7.8729,5.4664,0.0,77059514.0,0.0,37433200115.0,8.34443,0.0,0.0,0.0,0.0,,1.33308,0.0,0.0,0.0,270883,428930,385248,,0,11.08,264855,,,0.0
GE,177.2,84.2219,1.12,0.65501,2024-07-11 00:00:00.0,46.9098,-0.0249,9.26836,2.49411,39.25137,22.7341,31.3537,6.836,13.9227,5.95,14.5386,16.1293,2.8913,8.91398,0.80461,1.14052,0.0,47.4792,110.5291,99.9575,3.66384,-56.0331,0.0,0.0,16.9604,44.9414,0.0,1084311016.0,0.0,185406340625.0,17.15191,0.0,0.0,0.0,0.28,2024-07-25 00:00:00.0,1.21744,0.0,0.0,0.0,3707549,5653759,5506729,2024-06-20 00:00:00.0,4,7.98,3206224,2024-10-25 00:00:00.0,2024-10-11 00:00:00.0,0.0
GEHC,94.5,62.35,0.12,0.14216,2024-07-19 00:00:00.0,24.25695,-1.01907,4.56127,1.81845,18.46751,40.9621,41.3721,8.095,8.8448,8.3256,8.9894,21.2182,5.7276,6.74695,0.71676,1.05867,0.0,48.3801,120.8656,106.8551,3.46004,-4.0432,0.0,0.0,6.6026,2.5212,0.0,456662253.0,0.0,38546860775.0,17.08295,0.0,0.0,0.0,0.03,2024-08-15 00:00:00.0,0.0,0.0,0.0,0.0,1459357,2905782,2619761,2024-06-26 00:00:00.0,4,3.04,1208077,2024-11-15 00:00:00.0,2024-10-21 00:00:00.0,0.0
GEV,190.7999,115.0,0.0,0.0,,42.43924,0.0,5.19622,1.39552,0.0,17.221,20.9288,3.5277,15.7727,3.5395,15.6021,-4.743,-0.596,6.26249,0.69014,1.05701,0.0,8.8774,9.7422,9.7422,4.33561,0.0,0.0,0.0,12.0894,12.0894,0.0,274802034.0,0.0,50989517408.0,33.00671,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2353672,3883480,3055217,,0,0.0,1613268,,,0.0
GEN,26.43,16.38,0.5,1.89753,2024-08-19 00:00:00.0,27.34811,-0.49012,7.79832,4.11936,45.15446,80.6468,80.3108,15.9102,18.7564,15.9102,18.7564,28.3259,6.251,5.70413,0.24947,0.29611,0.0,68.5662,435.3299,367.0558,0.95875,-54.4862,0.0,0.0,14.2001,7.2747,0.0,615525021.0,0.0,16219084303.0,3.20325,0.0,0.0,0.0,0.125,2024-09-11 00:00:00.0,1.04117,0.0,0.0,0.0,2470067,4225834,4271387,2024-08-01 00:00:00.0,4,0.96,2288647,2024-12-11 00:00:00.0,2024-11-19 00:00:00.0,0.0
GNRC,169.57,79.86,0.0,0.0,,39.38536,-1.21583,3.35677,1.98469,20.08303,36.2138,37.6239,6.0252,5.9221,6.0414,5.9159,10.124,5.1039,6.00747,0.90804,2.25264,0.0,37.5972,68.1407,63.2162,3.90145,62.4935,0.0,0.0,-11.8752,-0.0997,0.0,60152735.0,0.0,9387435824.0,39.38901,0.0,0.0,0.0,0.0,,1.36789,0.0,0.0,0.0,636251,1053878,852529,,0,3.27,466587,,,0.0
GD,302.7486,214.53,5.68,1.95727,2024-10-11 00:00:00.0,23.14096,-17.35957,3.61209,1.76399,17.42251,15.6721,15.03,7.8872,7.5567,7.8872,7.5567,17.0785,4.9456,9.97945,0.71655,1.33165,0.0,26.56,50.4583,39.9618,12.81883,5.1622,0.0,0.0,7.2702,10.0026,0.0,274336504.0,0.0,79612453460.0,80.32471,0.0,0.0,0.0,1.42,2024-11-15 00:00:00.0,0.5988,0.0,0.0,0.0,816487,1080430,1024674,2024-08-07 00:00:00.0,4,12.02,1005336,2025-02-17 00:00:00.0,2025-01-13 00:00:00.0,0.0
GIS,74.45,60.33,2.4,3.37885,2024-07-10 00:00:00.0,16.60325,-6.34609,4.06382,1.97947,11.94005,35.0084,35.8365,12.5727,11.8267,12.6835,11.8733,24.7546,7.4868,10.25028,0.33212,0.65133,0.0,50.4581,138.0017,120.0912,4.31,0.0,0.0,0.0,-1.1795,-1.1795,0.0,556619686.0,0.0,39536696296.0,16.80683,0.0,0.0,0.0,0.6,2024-08-01 00:00:00.0,0.08458,0.0,0.0,0.0,2774847,4173144,3844791,2024-06-26 00:00:00.0,4,4.31,1930182,2024-11-01 00:00:00.0,2024-10-10 00:00:00.0,0.0
GM,50.5,26.3,0.48,0.97462,2024-09-06 00:00:00.0,5.56836,0.34307,0.74463,0.32388,2.5641,11.7506,13.048,6.2203,6.1143,6.0737,5.9955,14.6302,2.6461,9.63556,0.91249,1.17513,0.0,45.1726,179.0347,126.0472,8.8087,22.7998,0.0,0.0,9.6385,4.9278,0.0,1123922119.0,0.0,55353164360.0,62.39364,0.0,0.0,0.0,0.12,2024-09-19 00:00:00.0,1.44012,0.0,0.0,0.0,10356722,16287554,14629607,2024-07-22 00:00:00.0,4,7.32,10256487,2024-12-19 00:00:00.0,2024-12-06 00:00:00.0,0.0
