symbol,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg,avg10DaysVolume,avg1DayVolume,avg3MonthVolume,declarationDate,dividendFreq,eps,dtnVolume,nextDividendPayDate,nextDividendDate,fundLeverageFactor
HPQ,39.52,25.22,1.1024,3.09663,2024-09-11 00:00:00.0,11.73868,1.16126,-30.00847,0.52578,6.30141,22.1102,23.6171,5.602,4.7421,5.602,4.7421,-174.647,7.2629,25.32196,0.38222,0.74854,0.0,101.8765,-1182.096,-1102.4017,2.96115,14.4101,0.0,0.0,-14.6114,-5.5749,0.0,978559586.0,0.0,34836721261.0,-0.93607,0.0,0.0,0.0,0.2756,2024-10-02 00:00:00.0,1.10591,0.0,0.0,0.0,5993559,8168739,8081890,2024-06-11 00:00:00.0,4,3.26,6473819,2025-01-02 00:00:00.0,2024-12-11 00:00:00.0,0.0
HUBB,429.61,248.37,4.88,1.25783,2024-08-30 00:00:00.0,28.7548,0.55947,6.42708,3.51827,18.98218,34.2496,35.1738,13.1432,14.7056,13.2545,14.8158,25.9311,10.4334,13.28991,1.03274,1.80747,0.0,38.4631,70.1464,65.4436,13.53061,10.6706,0.0,0.0,8.5895,7.4434,0.0,53680930.0,0.0,20826590412.0,56.86563,0.0,0.0,0.0,1.22,2024-09-16 00:00:00.0,0.89596,0.0,0.0,0.0,329715,508323,512278,2024-07-26 00:00:00.0,4,14.05,478413,2024-12-16 00:00:00.0,2024-12-02 00:00:00.0,0.0
HUM,530.5399,298.6063,3.54,1.00156,2024-09-30 00:00:00.0,25.18847,-1.87361,2.69858,0.4063,14.54028,15.4825,15.2369,1.5271,2.2985,1.5236,2.2951,10.1549,4.5671,5.66688,1.36508,1.66033,0.0,39.2226,79.328,70.3371,13.99172,-47.7797,0.0,0.0,14.5407,13.4806,0.0,120401661.0,0.0,42555967080.0,138.46154,0.0,0.0,0.0,0.885,2024-10-25 00:00:00.0,0.5146,0.0,0.0,0.0,800454,1509319,1199939,2024-08-15 00:00:00.0,4,20.0,794044,2025-01-27 00:00:00.0,2024-12-30 00:00:00.0,0.0
HBAN,15.245,9.25,0.62,4.24949,2024-09-17 00:00:00.0,13.80885,-0.81353,1.1181,2.84568,6.36638,0.0,0.0,25.0782,27.8659,25.3911,28.2186,8.8747,0.8856,4.13859,0.0,0.0,0.0,0.0,0.0,0.0,1.06019,-31.5925,0.0,0.0,-0.1582,-7.3067,0.0,1452432838.0,0.0,21190995106.0,11.78781,0.0,0.0,0.0,0.155,2024-10-01 00:00:00.0,1.07972,0.0,0.0,0.0,11141455,16299334,17847709,2024-07-19 00:00:00.0,4,1.24,8851578,2025-01-01 00:00:00.0,2024-12-17 00:00:00.0,0.0
HII,299.5,199.11,5.2,1.87787,2024-08-30 00:00:00.0,14.86362,0.89092,2.31474,0.83051,10.84779,14.5562,14.5112,6.3524,5.8112,6.3524,5.8112,19.1206,4.663,10.04836,0.73197,0.81729,0.0,27.4684,68.9564,46.4097,18.84131,44.9331,0.0,0.0,7.2873,8.0374,0.0,39215232.0,0.0,10859089893.0,106.41818,0.0,0.0,0.0,1.3,2024-09-13 00:00:00.0,0.52919,0.0,0.0,0.0,214835,288097,273855,2024-07-30 00:00:00.0,4,17.06767,184470,2024-12-13 00:00:00.0,2024-12-02 00:00:00.0,0.0
IBM,200.0,135.87,6.68,3.36134,2024-08-09 00:00:00.0,21.9482,0.0764,6.63084,2.54096,12.68651,56.0925,56.7569,13.5176,11.6304,13.4759,11.605,36.2444,4.6953,8.4474,0.8694,1.12314,0.0,66.0872,248.2637,230.158,9.0422,282.5293,0.0,0.0,2.1972,3.035,0.0,921148195.0,0.0,183059780792.0,26.08267,0.0,0.0,0.0,1.67,2024-09-10 00:00:00.0,0.70546,0.0,0.0,0.0,2306857,4196945,3478700,2024-07-29 00:00:00.0,4,8.15,2617229,2024-12-10 00:00:00.0,2024-11-11 00:00:00.0,0.0
IEX,246.36,183.765,2.76,1.35567,2024-07-12 00:00:00.0,26.55948,14.30894,4.17951,4.7714,23.99988,44.3479,45.441,18.1943,17.5049,18.1755,17.4925,16.7274,7.5957,10.7259,2.36971,3.41328,0.0,26.079,36.1608,35.5093,7.65,-0.9173,0.0,0.0,2.8913,-4.0977,0.0,75703395.0,0.0,15412454188.0,48.13966,0.0,0.0,0.0,0.69,2024-07-26 00:00:00.0,0.94948,0.0,0.0,0.0,485958,456677,524666,2024-06-20 00:00:00.0,4,7.85,561827,2024-10-28 00:00:00.0,2024-10-14 00:00:00.0,0.0
IDXX,583.39,372.5,0.0,0.0,,47.76924,1.90341,25.42808,10.68138,47.09771,60.4094,61.6951,22.3427,20.2573,22.3427,20.2573,63.2455,22.7669,39.55595,0.90436,1.36886,0.0,23.7038,67.5762,39.7219,10.07929,6.8525,0.0,0.0,8.7199,7.7046,0.0,82305898.0,0.0,39717534138.0,19.15992,0.0,0.0,0.0,0.0,,1.32036,0.0,0.0,0.0,381987,488797,531692,,0,10.06,278557,,,0.0
ITW,271.15,217.5,6.0,2.40703,2024-09-30 00:00:00.0,24.37075,-83.11173,23.76002,4.43468,23.80987,43.5618,43.8291,19.1519,18.8477,19.1519,18.8477,101.2879,17.0954,28.56478,0.85595,1.30225,0.0,56.2221,286.0567,217.0492,10.19911,0.9031,0.0,0.0,1.0984,-0.3795,0.0,296900000.0,0.0,74008263000.0,9.97305,0.0,0.0,0.0,1.5,2024-10-11 00:00:00.0,1.11415,0.0,0.0,0.0,670388,1103706,1020451,2024-08-02 00:00:00.0,4,9.74,763307,2025-01-13 00:00:00.0,2024-12-30 00:00:00.0,0.0
INCY,70.36,50.27,0.0,0.0,,150.27128,0.33075,3.87484,3.50077,18.8443,31.0812,-16.4075,2.5225,-42.5961,2.5225,-42.5961,2.5148,0.3857,3.09144,1.6891,1.91995,0.0,0.9472,1.2528,0.9591,0.43681,-73.2271,0.0,0.0,8.8673,9.7836,0.0,192598027.0,0.0,12640208512.0,15.64452,0.0,0.0,0.0,0.0,,0.73428,0.0,0.0,0.0,1636424,2272825,3382868,,0,2.65,1493198,,,0.0
IR,101.3,59.2,0.08,0.08827,2024-08-15 00:00:00.0,44.25523,1.49602,3.68329,5.2181,24.71364,43.4938,43.9428,11.7301,10.2476,11.8268,10.3306,8.5323,5.1848,5.14257,1.41596,2.17794,0.0,32.0579,47.9419,47.4272,2.0201,20.198,0.0,0.0,16.2229,8.9927,0.0,403484175.0,0.0,36567770780.0,24.66271,0.0,0.0,0.0,0.02,2024-09-05 00:00:00.0,1.4506,0.0,0.0,0.0,1548541,2612752,2488426,2024-07-26 00:00:00.0,4,1.9,1136936,2024-12-05 00:00:00.0,2024-11-15 00:00:00.0,0.0
PODD,223.56,125.82,0.0,0.0,,37.57576,0.01415,14.17128,7.53504,45.00319,68.3878,67.7379,21.1085,38.6079,21.1085,38.6079,50.9308,6.8463,16.74787,2.40658,3.59835,0.0,57.3802,143.5396,139.7435,5.44021,507.0989,0.0,0.0,30.016,27.8206,0.0,70039511.0,0.0,13488209028.0,14.24007,0.0,0.0,0.0,0.0,,1.15419,0.0,0.0,0.0,670172,996591,741480,,0,2.94297,1211471,,,0.0
INTC,51.28,18.84,0.0,0.0,2024-08-07 00:00:00.0,85.36108,-0.63396,1.14926,2.37833,14.99626,41.4161,35.432,1.7688,-12.5457,1.5946,-12.8886,0.7816,0.1623,0.54353,1.07871,1.58707,0.0,27.8641,44.0315,40.1331,0.22973,-199.5247,0.0,0.0,-13.9976,1.9928,0.0,4276000000.0,0.0,85819320000.0,26.94785,0.0,0.0,0.0,0.125,2024-09-01 00:00:00.0,1.04678,0.0,0.0,0.0,65454208,48196191,60571209,2024-08-01 00:00:00.0,4,0.4,43862017,2024-12-02 00:00:00.0,2024-11-07 00:00:00.0,0.0
ICE,161.97,104.49,1.8,1.1208,2024-09-16 00:00:00.0,39.78195,0.61311,2.93918,8.86344,18.43118,100.0,100.0,26.2512,27.2766,26.9095,27.5787,9.3654,1.9062,4.64962,0.02782,0.99459,0.0,38.6626,82.7475,70.6551,4.04128,34.3138,0.0,0.0,9.5447,19.6658,0.0,574142089.0,0.0,92207219493.0,46.57417,0.0,0.0,0.0,0.45,2024-09-30 00:00:00.0,1.07111,0.0,0.0,0.0,1946169,2530718,2672189,2024-02-08 00:00:00.0,4,4.19,1344708,2024-12-30 00:00:00.0,2024-12-16 00:00:00.0,0.0
IFF,102.76,62.28,1.6,1.58699,2024-09-20 00:00:00.0,-11.08936,-0.26812,1.70767,2.14645,21.64293,34.2675,36.9678,-20.8204,5.8843,-20.7673,5.9536,-14.678,1.4022,-9.37649,0.76146,2.37927,0.0,37.8061,70.5758,64.4881,-9.23137,6.9028,0.0,0.0,-7.7251,-4.6532,0.0,255659175.0,0.0,25775558023.0,55.75439,0.0,0.0,0.0,0.4,2024-10-09 00:00:00.0,1.27246,0.0,0.0,0.0,976267,1847731,1359942,2024-07-30 00:00:00.0,4,-10.05882,835091,2025-01-09 00:00:00.0,2024-12-20 00:00:00.0,0.0
IP,49.24,31.765,1.85,3.77628,2024-08-15 00:00:00.0,36.7666,-0.69123,1.74357,0.80539,6.83403,27.9582,29.5521,2.3428,10.5196,2.4882,10.5196,5.4356,2.6766,2.41131,1.06952,1.59383,0.0,38.461,70.2501,65.4799,1.31886,-67.7495,0.0,0.0,-10.6092,-8.2523,0.0,347369739.0,0.0,17017643513.0,24.74806,0.0,0.0,0.0,0.4625,2024-09-16 00:00:00.0,1.02582,0.0,0.0,0.0,4307995,4720513,5584558,2024-07-09 00:00:00.0,4,0.86,4548068,2024-12-16 00:00:00.0,2024-11-15 00:00:00.0,0.0
IPG,35.17,27.2,1.32,4.06279,2024-09-03 00:00:00.0,11.9433,0.56097,2.84856,1.17502,8.63788,22.3291,17.5755,10.9705,9.2174,11.1693,9.4366,27.1829,5.4316,13.45013,0.99131,1.06495,0.0,49.1498,110.0005,103.2149,2.70947,12.6595,0.0,0.0,-0.5165,0.5677,0.0,375590566.0,0.0,12202937489.0,10.21218,0.0,0.0,0.0,0.33,2024-09-17 00:00:00.0,1.10741,0.0,0.0,0.0,2290746,3823282,4016853,2024-07-30 00:00:00.0,4,2.85,1784107,2024-12-17 00:00:00.0,2024-12-03 00:00:00.0,0.0
INTU,676.62,473.56,4.16,0.6642,2024-10-10 00:00:00.0,59.16012,2.47857,9.83174,11.13037,34.11594,79.6192,76.5389,18.1946,-0.6281,18.1946,-0.6281,16.5971,8.0388,12.53968,0.61527,1.29195,0.0,24.0534,35.2354,32.5287,10.43,23.8717,0.0,0.0,13.3421,13.3421,0.0,279547000.0,0.0,175085877040.0,65.84286,0.0,0.0,0.0,1.04,2024-10-18 00:00:00.0,1.23241,0.0,0.0,0.0,1581540,1357145,1467509,2024-08-20 00:00:00.0,4,10.43,1477757,2025-01-20 00:00:00.0,2025-01-10 00:00:00.0,0.0
ISRG,493.97,254.85,0.0,0.0,,82.86904,2.51973,10.74599,20.73715,45.72078,66.8563,68.2969,27.6487,26.2152,27.856,26.4441,15.7675,7.9889,14.00684,4.03388,5.14575,0.0,0.0,1.9112,0.0,5.81894,45.888,0.0,0.0,14.4948,13.6244,0.0,355354176.0,0.0,171405086793.0,41.39685,0.0,0.0,0.0,0.0,,1.38997,0.0,0.0,0.0,1067231,1620555,1521933,,0,5.03,939971,,,0.0
IVZ,18.28,12.48,0.82,4.81503,2024-08-16 00:00:00.0,-22.86569,0.15689,0.63667,1.16909,5.57561,25.4196,28.2613,-1.7268,12.9036,-1.5187,13.207,-0.5438,1.922,-0.38037,0.79668,5.30272,0.0,5.3441,5.6459,5.6459,-0.74216,-153.0054,0.0,0.0,-5.4969,1.1112,0.0,450032426.0,0.0,7664052214.0,23.4972,0.0,0.0,0.0,0.205,2024-09-04 00:00:00.0,1.45472,0.0,0.0,0.0,2986383,4662337,3920932,2024-07-23 00:00:00.0,4,-0.73373,2652339,2024-12-04 00:00:00.0,2024-11-18 00:00:00.0,0.0
INVH,36.915,28.49,1.12,3.07777,2024-06-27 00:00:00.0,46.86716,1.20412,2.1917,8.72206,19.05877,58.9104,58.8225,18.9307,11.2949,18.9893,11.3324,4.7016,2.3121,2.52454,2.48541,3.61752,0.0,45.9775,85.1672,85.1352,0.77773,8.7666,0.0,0.0,8.3412,8.2126,0.0,612594044.0,0.0,22292297261.0,16.37538,0.0,0.0,0.0,0.28,2024-07-19 00:00:00.0,0.9899,0.0,0.0,0.0,2253998,3105991,3372538,2024-06-14 00:00:00.0,4,0.84782,2603318,2024-10-21 00:00:00.0,2024-09-27 00:00:00.0,0.0
IQV,261.73,167.42,0.0,0.0,,32.11344,1.23873,5.74107,2.54272,17.50829,35.0973,34.7666,9.3896,9.5175,9.3896,9.5175,22.8374,5.0253,7.37038,0.75136,0.84924,0.0,60.4865,202.4575,182.946,7.70861,32.5477,0.0,0.0,3.9833,3.2286,0.0,182300000.0,0.0,45319780000.0,36.8294,0.0,0.0,0.0,0.0,,1.49513,0.0,0.0,0.0,690636,1119754,1220852,,0,7.29,911637,,,0.0
IRM,114.93,56.51,2.86,2.49042,2024-09-16 00:00:00.0,144.06671,-2.69291,-197.82223,4.50683,17.7009,56.6482,55.9458,3.9415,2.332,3.9907,2.2563,81.1267,4.2195,1.7423,0.65714,0.79411,0.0,96.9535,30119.2508,29298.6279,0.7795,-39.5243,0.0,0.0,7.3813,11.0913,0.0,293335826.0,0.0,33686686257.0,-0.45303,0.0,0.0,0.0,0.715,2024-10-03 00:00:00.0,1.00337,0.0,0.0,0.0,1365573,1605233,2056135,2024-08-01 00:00:00.0,4,0.63,1174326,2025-01-03 00:00:00.0,2024-12-16 00:00:00.0,0.0
JBHT,219.505,153.12,1.72,0.99942,2024-08-02 00:00:00.0,29.9704,-1.03793,4.0034,1.33581,12.2503,18.6585,18.9802,4.8972,4.6393,4.8972,4.6393,15.1311,6.3392,9.40881,0.82529,1.21009,0.0,30.2099,45.8956,44.075,5.8114,-29.0399,0.0,0.0,-13.395,-10.9022,0.0,101986531.0,0.0,17551881985.0,39.96602,0.0,0.0,0.0,0.43,2024-08-16 00:00:00.0,1.13997,0.0,0.0,0.0,727133,825794,891954,2024-07-17 00:00:00.0,4,6.97,711572,2024-11-18 00:00:00.0,2024-11-04 00:00:00.0,0.0
JBL,156.94,95.845,0.32,0.2974,2024-08-15 00:00:00.0,9.8281,-1.41578,6.20206,0.49504,7.84426,9.1483,8.9874,4.6252,1.9068,4.6252,1.9068,56.0542,5.1952,24.11603,0.61157,1.12869,0.0,57.1531,143.2337,139.0158,10.92175,53.3254,0.0,0.0,3.6561,-13.8828,0.0,113445192.0,0.0,12206702659.0,19.17105,0.0,0.0,0.0,0.08,2024-09-04 00:00:00.0,1.26684,0.0,0.0,0.0,987480,1667283,1527289,2024-07-18 00:00:00.0,4,6.02,1075481,2024-12-04 00:00:00.0,2024-11-15 00:00:00.0,0.0
JKHY,178.37,136.57,2.2,1.28362,2024-09-06 00:00:00.0,33.22371,7.71729,6.56669,5.46023,19.71783,41.3472,41.5493,17.2335,18.0515,17.2335,18.0515,22.1286,10.7354,17.05596,0.64858,0.99717,0.0,5.4167,11.3769,6.033,5.23,4.1832,0.0,0.0,6.6343,6.6343,0.0,72908319.0,0.0,12495756793.0,25.28215,0.0,0.0,0.0,0.55,2024-09-27 00:00:00.0,0.62874,0.0,0.0,0.0,624037,466637,457015,2024-08-23 00:00:00.0,4,5.23,432441,2024-12-27 00:00:00.0,2024-12-06 00:00:00.0,0.0
J,154.5,120.71,1.16,0.77344,2024-07-26 00:00:00.0,29.41958,4.26411,2.62355,1.03669,16.02256,21.2996,21.6651,3.7173,3.4723,4.0244,3.7435,9.326,4.9829,5.91139,1.10842,1.14061,0.0,23.4883,47.8557,34.7288,5.07961,-12.6836,0.0,0.0,9.5798,6.2958,0.0,124248327.0,0.0,18634764083.0,53.25236,0.0,0.0,0.0,0.29,2024-08-23 00:00:00.0,0.70397,0.0,0.0,0.0,524658,695056,682790,2024-07-11 00:00:00.0,4,5.31,351487,2024-11-25 00:00:00.0,2024-10-28 00:00:00.0,0.0
JNJ,165.83,143.13,4.96,3.04388,2024-08-27 00:00:00.0,24.63784,-2.06772,4.91745,4.11303,19.57705,69.4303,69.4079,43.9128,20.8758,18.9221,20.8758,22.1457,8.0984,30.89739,0.76519,1.07202,0.0,27.9892,57.9985,44.2226,6.65318,41.7463,0.0,0.0,6.462,5.1343,0.0,2407243667.0,0.0,392260355537.0,29.72272,0.0,0.0,0.0,1.24,2024-09-10 00:00:00.0,0.51722,0.0,0.0,0.0,5899975,7230132,7040053,2024-07-17 00:00:00.0,4,5.2,4388728,2024-12-10 00:00:00.0,2024-11-27 00:00:00.0,0.0
JCI,75.36,47.9,1.48,2.07138,2024-06-24 00:00:00.0,29.71324,1.16339,2.78074,1.67236,12.44416,32.9335,34.4074,6.0193,13.4836,6.6951,14.5484,10.4201,4.2099,5.39506,0.59219,0.95512,0.0,30.5954,67.8177,51.3445,2.38244,-20.3203,0.0,0.0,5.9053,1.1949,0.0,668013549.0,0.0,47729568076.0,23.90371,0.0,0.0,0.0,0.37,2024-07-19 00:00:00.0,1.29416,0.0,0.0,0.0,4034384,5253264,4566713,2024-06-12 00:00:00.0,4,2.69,3700396,2024-10-21 00:00:00.0,2024-09-24 00:00:00.0,0.0
JPM,222.21,135.19,4.6,2.0892,2024-07-05 00:00:00.0,12.34923,0.39436,1.81734,3.64831,-52.45079,0.0,0.0,33.487,38.591,33.487,38.591,16.5452,1.3487,7.12149,0.0,0.0,0.0,0.0,0.0,0.0,17.91933,15.2403,0.0,0.0,19.3878,19.3298,0.0,2845164727.0,0.0,626448369590.0,111.29479,0.0,0.0,0.0,1.15,2024-07-31 00:00:00.0,1.11153,0.0,0.0,0.0,6161711,9087173,8705758,2024-05-20 00:00:00.0,4,16.23,5185221,2024-10-31 00:00:00.0,2024-10-07 00:00:00.0,0.0
JNPR,39.035,24.87,0.88,2.26512,2024-08-30 00:00:00.0,55.04353,-1.21895,2.63448,2.29791,11.68103,58.5559,57.8765,4.5813,2.8665,4.5813,2.8665,5.2772,2.4542,3.32475,0.97896,1.68541,0.0,28.6868,40.2265,40.2265,0.70526,-44.0982,0.0,0.0,4.9667,-9.9589,0.0,329163478.0,0.0,12788001120.0,13.83953,0.0,0.0,0.0,0.22,2024-09-23 00:00:00.0,0.94573,0.0,0.0,0.0,1969099,3458864,2358773,2024-07-25 00:00:00.0,4,0.95,1119807,2024-12-23 00:00:00.0,2024-12-02 00:00:00.0,0.0
K,80.97,47.625,2.28,2.82213,2024-09-03 00:00:00.0,32.14501,5.82113,5.97011,1.539,11.79892,34.4434,36.6854,7.0743,10.7769,6.8169,10.8709,22.8556,5.6961,8.93332,0.40532,0.72685,0.0,55.3542,188.2988,159.5856,2.50801,71.8278,0.0,0.0,3.7066,8.5605,0.0,343946955.0,0.0,27787474494.0,9.66146,0.0,0.0,0.0,0.57,2024-09-13 00:00:00.0,0.35292,0.0,0.0,0.0,8952843,3160085,3708209,2024-07-26 00:00:00.0,4,2.24921,2483109,2024-12-13 00:00:00.0,2024-12-03 00:00:00.0,0.0
KVUE,23.33,17.67,0.82,3.74088,2024-08-14 00:00:00.0,37.78837,-0.976,3.4207,2.2499,16.76394,57.5121,59.125,7.231,1.45,7.231,1.45,10.5476,6.9695,5.60284,0.54809,0.99057,0.0,38.0057,84.5549,70.1414,0.57478,-45.6154,0.0,0.0,3.3043,0.3631,0.0,1915167356.0,0.0,41980468443.0,5.31471,0.0,0.0,0.0,0.205,2024-08-28 00:00:00.0,0.0,0.0,0.0,0.0,10677112,20905889,18464405,2024-07-25 00:00:00.0,4,0.9,10096275,2024-11-29 00:00:00.0,2024-11-14 00:00:00.0,0.0
KDP,36.45,27.655,0.86,2.36459,2024-06-28 00:00:00.0,23.18436,0.43598,1.83196,3.06414,15.15757,55.8159,55.3799,14.4735,13.131,14.4735,13.131,8.7226,4.1936,5.01311,0.26129,0.50859,0.0,34.0415,67.7603,57.1081,1.56226,37.368,0.0,0.0,5.3852,3.398,0.0,1356086377.0,0.0,49320861531.0,18.23179,0.0,0.0,0.0,0.215,2024-07-12 00:00:00.0,0.61751,0.0,0.0,0.0,5792429,8681323,7633834,2024-05-15 00:00:00.0,4,1.55,4383484,2024-10-14 00:00:00.0,2024-09-30 00:00:00.0,0.0
KEY,17.2,9.5,0.82,4.91902,2024-08-27 00:00:00.0,21.72813,-0.35559,1.09064,2.29994,4.43144,0.0,0.0,14.9973,19.3776,14.9625,19.3069,6.0,0.4491,2.62124,0.0,0.0,0.0,0.0,0.0,0.0,0.77043,-48.3005,0.0,0.0,-12.5909,-10.0721,0.0,928116092.0,0.0,15471695253.0,13.02906,0.0,0.0,0.0,0.205,2024-09-13 00:00:00.0,1.25,0.0,0.0,0.0,13899485,14908189,15103135,2024-07-10 00:00:00.0,4,0.88,11204839,2024-12-13 00:00:00.0,2024-11-27 00:00:00.0,0.0
KEYS,162.51,118.57,0.0,0.0,,29.34677,-5.96883,4.63009,4.88202,15.22418,63.4619,62.0377,18.249,31.9638,18.249,31.9638,18.031,6.481,12.78174,1.24885,2.05028,0.0,19.1714,38.9292,26.6347,5.19955,-17.3556,0.0,0.0,0.8118,-10.5969,0.0,173500000.0,0.0,26736350000.0,30.14409,0.0,0.0,0.0,0.0,,0.9491,0.0,0.0,0.0,1641872,1308864,1299053,,0,5.91,796733,,,0.0
KMB,145.68,116.317,4.88,3.39975,2024-09-06 00:00:00.0,21.28314,-3.10293,40.99772,2.29959,13.86692,36.1982,36.886,11.2771,10.8172,11.4102,10.9962,239.5445,11.4603,22.31002,0.49479,0.84852,0.0,77.4889,623.7314,560.8118,6.75934,39.3831,0.0,0.0,1.2688,-0.3244,0.0,336804427.0,0.0,48344907451.0,3.37092,0.0,0.0,0.0,1.22,2024-10-02 00:00:00.0,0.38847,0.0,0.0,0.0,1453360,2013371,2150383,2024-08-01 00:00:00.0,4,5.21,1265111,2025-01-02 00:00:00.0,2024-12-06 00:00:00.0,0.0
KIM,23.53,16.34,0.96,4.14508,2024-09-05 00:00:00.0,44.07063,0.04292,1.24005,6.58899,12.31914,68.7278,68.3832,19.2804,23.9365,19.7679,24.3991,3.6417,2.0863,1.89557,1.68052,1.68052,0.0,41.9302,72.2065,72.2065,0.52552,-13.7514,0.0,0.0,3.2248,8.1117,0.0,674112166.0,0.0,15612437764.0,15.69286,0.0,0.0,0.0,0.24,2024-09-19 00:00:00.0,1.49401,0.0,0.0,0.0,3384889,4975218,4164248,2024-08-01 00:00:00.0,4,1.01716,3545555,2024-12-19 00:00:00.0,2024-12-05 00:00:00.0,0.0
KMI,21.86,15.89,1.15,5.37634,2024-07-31 00:00:00.0,19.55661,-3.77204,1.45361,2.87526,6.39114,49.6712,52.1836,15.932,16.0974,16.5896,16.8533,8.0122,3.7748,3.66246,0.2375,0.36757,0.0,45.2914,101.0285,91.0487,1.09068,-1.6577,0.0,0.0,-20.1355,-10.4171,0.0,2219462615.0,0.0,47474305334.0,13.66944,0.0,0.0,0.0,0.2875,2024-08-15 00:00:00.0,0.91916,0.0,0.0,0.0,10041970,13864018,14142824,2024-07-17 00:00:00.0,4,1.06,10979424,2024-11-15 00:00:00.0,2024-10-31 00:00:00.0,0.0
KKR,128.79,53.715,0.7,0.57194,2024-08-12 00:00:00.0,28.84818,-0.04828,4.30922,3.4799,12.76021,52.5333,55.9214,14.583,13.1906,22.7665,19.6151,10.1715,1.9046,1.16975,1.7077,1.77319,0.0,45.3911,86.6485,84.7219,4.21621,176.2998,0.0,0.0,238.3862,120.853,0.0,887439879.0,0.0,108613766790.0,24.42207,0.0,0.0,0.0,0.175,2024-08-27 00:00:00.0,1.62163,0.0,0.0,0.0,2220093,4374512,6626398,2024-07-31 00:00:00.0,4,4.09335,1616880,2024-11-27 00:00:00.0,2024-11-12 00:00:00.0,0.0
KLAC,896.32,440.15,5.8,0.71359,2024-08-15 00:00:00.0,39.65828,-2.45848,32.90498,11.37286,31.79518,59.9676,60.6595,28.1474,32.5625,28.1474,32.5625,87.8454,15.3923,26.39314,1.37451,2.15225,0.0,59.2199,202.4637,179.119,20.28,-16.0249,0.0,0.0,-6.515,-6.515,0.0,134425022.0,0.0,109259313631.0,25.0573,0.0,0.0,0.0,1.45,2024-09-03 00:00:00.0,1.26347,0.0,0.0,0.0,794462,927779,930206,2024-08-01 00:00:00.0,4,20.28,687126,2024-12-03 00:00:00.0,2024-11-15 00:00:00.0,0.0
KHC,38.96,30.68,1.6,4.47678,2024-08-30 00:00:00.0,22.67834,0.74271,0.79669,1.49365,9.4886,34.7608,35.4385,7.3032,1.575,7.2766,1.5441,3.8669,3.8239,2.35973,0.40876,1.00588,0.0,27.9344,40.6559,39.2914,1.56052,-39.0422,0.0,0.0,0.5852,-2.875,0.0,1209078897.0,0.0,43212479778.0,40.44251,0.0,0.0,0.0,0.4,2024-09-27 00:00:00.0,0.51759,0.0,0.0,0.0,6300265,7987282,8008281,2024-07-31 00:00:00.0,4,2.31,4753562,2024-12-27 00:00:00.0,2024-12-02 00:00:00.0,0.0
KR,58.3399,42.095,1.28,2.42792,2024-08-15 00:00:00.0,18.16291,-5.45523,3.08091,0.25376,5.53989,22.9867,22.4104,1.4313,2.0919,1.4406,2.1118,18.5721,5.9913,8.04477,0.29393,0.86476,0.0,58.1317,155.4499,148.4975,2.93235,-15.6861,0.0,0.0,1.2012,0.8869,0.0,721790829.0,0.0,38052812504.0,17.19945,0.0,0.0,0.0,0.32,2024-09-01 00:00:00.0,0.44349,0.0,0.0,0.0,4184199,4973771,5009123,2024-06-27 00:00:00.0,4,2.96,3780997,2024-12-02 00:00:00.0,2024-11-15 00:00:00.0,0.0
LHX,245.595,160.25,4.64,2.01687,2024-09-06 00:00:00.0,37.17124,2.0545,2.26224,2.05112,17.76404,26.3327,25.6652,5.7307,6.9069,5.5863,6.9258,6.1974,3.874,3.71736,0.55517,0.896,0.0,32.7559,70.1015,55.7183,6.24004,48.7859,0.0,0.0,13.8143,15.438,0.0,189705190.0,0.0,43643576011.0,99.27325,0.0,0.0,0.0,1.16,2024-09-20 00:00:00.0,0.72231,0.0,0.0,0.0,581080,1093045,822869,2024-07-18 00:00:00.0,4,6.44,597639,2024-12-20 00:00:00.0,2024-12-06 00:00:00.0,0.0
LH,238.465,191.97,2.88,1.25103,2024-08-29 00:00:00.0,43.78789,-0.87986,2.13022,1.3828,11.71695,27.9981,28.7621,3.5995,6.3739,3.6091,6.3833,5.3573,4.0791,3.80619,0.61788,0.87861,0.0,27.3274,75.4887,47.9565,5.26858,-30.354,0.0,0.0,2.5092,5.2216,0.0,83963277.0,0.0,19329185998.0,95.53461,0.0,0.0,0.0,0.72,2024-09-13 00:00:00.0,1.03256,0.0,0.0,0.0,391955,733740,613371,2024-07-25 00:00:00.0,4,4.33,342356,2024-12-13 00:00:00.0,2024-11-29 00:00:00.0,0.0
